Code,Center Name,Indent Date,No of Purchy,Qty in Qtls
39,BIRSINGHPUR,20-01-2023,19,801
39,BIRSINGHPUR,21-01-2023,30,1080
39,BIRSINGHPUR,22-01-2023,9,297
39,BIRSINGHPUR,23-01-2023,30,999
39,BIRSINGHPUR,24-01-2023,17,576
39,BIRSINGHPUR,25-01-2023,15,621
39,BIRSINGHPUR,26-01-2023,33,999
39,BIRSINGHPUR,27-01-2023,27,999
39,BIRSINGHPUR,28-01-2023,40,1395
39,BIRSINGHPUR,29-01-2023,25,990
39,BIRSINGHPUR,30-01-2023,33,999
40,BETI SAHDEO,13-11-2022,4,72
40,BETI SAHDEO,14-11-2022,3,135
40,BETI SAHDEO,15-11-2022,16,342
40,BETI SAHDEO,16-11-2022,12,324
40,BETI SAHDEO,17-11-2022,11,360
40,BETI SAHDEO,18-11-2022,6,135
40,BETI SAHDEO,20-11-2022,8,252
40,BETI SAHDEO,21-11-2022,7,288
40,BETI SAHDEO,22-11-2022,18,513
40,BETI SAHDEO,23-11-2022,15,459
40,BETI SAHDEO,24-11-2022,12,486
40,BETI SAHDEO,25-11-2022,12,486
40,BETI SAHDEO,26-11-2022,10,396
40,BETI SAHDEO,27-11-2022,12,459
40,BETI SAHDEO,28-11-2022,14,603
40,BETI SAHDEO,29-11-2022,18,513
40,BETI SAHDEO,30-11-2022,19,504
40,BETI SAHDEO,01-12-2022,11,441
40,BETI SAHDEO,02-12-2022,11,360
40,BETI SAHDEO,03-12-2022,9,297
40,BETI SAHDEO,04-12-2022,10,396
40,BETI SAHDEO,05-12-2022,5,198
40,BETI SAHDEO,06-12-2022,9,405
40,BETI SAHDEO,07-12-2022,8,360
40,BETI SAHDEO,08-12-2022,10,396
40,BETI SAHDEO,09-12-2022,12,432
40,BETI SAHDEO,10-12-2022,15,621
40,BETI SAHDEO,11-12-2022,15,378
40,BETI SAHDEO,12-12-2022,13,477
40,BETI SAHDEO,13-12-2022,9,405
40,BETI SAHDEO,14-12-2022,13,504
40,BETI SAHDEO,15-12-2022,11,414
40,BETI SAHDEO,16-12-2022,11,387
40,BETI SAHDEO,17-12-2022,21,756
40,BETI SAHDEO,18-12-2022,12,378
40,BETI SAHDEO,19-12-2022,8,333
40,BETI SAHDEO,20-12-2022,10,396
40,BETI SAHDEO,21-12-2022,12,432
40,BETI SAHDEO,22-12-2022,9,405
40,BETI SAHDEO,23-12-2022,12,459
40,BETI SAHDEO,24-12-2022,11,468
40,BETI SAHDEO,25-12-2022,16,504
40,BETI SAHDEO,26-12-2022,10,396
40,BETI SAHDEO,27-12-2022,8,360
40,BETI SAHDEO,28-12-2022,9,405
40,BETI SAHDEO,29-12-2022,10,396
40,BETI SAHDEO,30-12-2022,15,513
40,BETI SAHDEO,31-12-2022,18,621
40,BETI SAHDEO,01-01-2023,10,369
40,BETI SAHDEO,02-01-2023,10,207
40,BETI SAHDEO,03-01-2023,17,603
40,BETI SAHDEO,04-01-2023,14,576
40,BETI SAHDEO,05-01-2023,13,531
40,BETI SAHDEO,06-01-2023,17,522
40,BETI SAHDEO,07-01-2023,14,522
40,BETI SAHDEO,08-01-2023,18,621
40,BETI SAHDEO,09-01-2023,13,504
40,BETI SAHDEO,10-01-2023,15,513
40,BETI SAHDEO,11-01-2023,15,540
40,BETI SAHDEO,12-01-2023,19,639
40,BETI SAHDEO,13-01-2023,15,567
40,BETI SAHDEO,14-01-2023,17,603
40,BETI SAHDEO,15-01-2023,15,540
40,BETI SAHDEO,16-01-2023,13,504
40,BETI SAHDEO,17-01-2023,15,540
40,BETI SAHDEO,18-01-2023,14,522
40,BETI SAHDEO,19-01-2023,18,702
40,BETI SAHDEO,20-01-2023,6,270
40,BETI SAHDEO,21-01-2023,15,621
40,BETI SAHDEO,22-01-2023,15,513
40,BETI SAHDEO,23-01-2023,12,459
40,BETI SAHDEO,24-01-2023,16,612
40,BETI SAHDEO,25-01-2023,18,621
40,BETI SAHDEO,26-01-2023,11,414
40,BETI SAHDEO,27-01-2023,19,612
40,BETI SAHDEO,28-01-2023,13,504
40,BETI SAHDEO,29-01-2023,13,504
40,BETI SAHDEO,30-01-2023,8,333
41,KAIRATIPURVA -I,12-12-2022,3,81
41,KAIRATIPURVA -I,13-12-2022,2,63
41,KAIRATIPURVA -I,14-12-2022,4,99
41,KAIRATIPURVA -I,15-12-2022,14,387
41,KAIRATIPURVA -I,17-12-2022,4,180
41,KAIRATIPURVA -I,19-12-2022,8,279
41,KAIRATIPURVA -I,20-12-2022,15,459
41,KAIRATIPURVA -I,21-12-2022,12,270
41,KAIRATIPURVA -I,22-12-2022,6,135
41,KAIRATIPURVA -I,23-12-2022,10,288
41,KAIRATIPURVA -I,24-12-2022,13,342
41,KAIRATIPURVA -I,25-12-2022,12,405
41,KAIRATIPURVA -I,26-12-2022,15,432
41,KAIRATIPURVA -I,27-12-2022,13,477
41,KAIRATIPURVA -I,28-12-2022,14,495
41,KAIRATIPURVA -I,29-12-2022,17,576
41,KAIRATIPURVA -I,30-12-2022,12,378
41,KAIRATIPURVA -I,31-12-2022,19,693
41,KAIRATIPURVA -I,01-01-2023,12,459
41,KAIRATIPURVA -I,02-01-2023,8,225
41,KAIRATIPURVA -I,03-01-2023,6,243
41,KAIRATIPURVA -I,04-01-2023,11,441
41,KAIRATIPURVA -I,05-01-2023,12,378
41,KAIRATIPURVA -I,06-01-2023,10,450
41,KAIRATIPURVA -I,07-01-2023,13,585
41,KAIRATIPURVA -I,08-01-2023,15,567
41,KAIRATIPURVA -I,09-01-2023,13,477
41,KAIRATIPURVA -I,10-01-2023,12,459
41,KAIRATIPURVA -I,11-01-2023,15,486
41,KAIRATIPURVA -I,12-01-2023,12,486
41,KAIRATIPURVA -I,13-01-2023,11,468
41,KAIRATIPURVA -I,14-01-2023,7,261
41,KAIRATIPURVA -I,15-01-2023,8,333
41,KAIRATIPURVA -I,16-01-2023,15,432
41,KAIRATIPURVA -I,17-01-2023,16,504
41,KAIRATIPURVA -I,18-01-2023,11,441
41,KAIRATIPURVA -I,19-01-2023,14,630
41,KAIRATIPURVA -I,20-01-2023,14,414
41,KAIRATIPURVA -I,21-01-2023,18,675
41,KAIRATIPURVA -I,22-01-2023,16,585
41,KAIRATIPURVA -I,23-01-2023,16,558
41,KAIRATIPURVA -I,24-01-2023,17,630
41,KAIRATIPURVA -I,25-01-2023,18,621
41,KAIRATIPURVA -I,27-01-2023,28,801
41,KAIRATIPURVA -I,28-01-2023,32,1143
41,KAIRATIPURVA -I,29-01-2023,18,702
41,KAIRATIPURVA -I,30-01-2023,21,648
43,KESHWAPUR KALAN,13-11-2022,4,126
43,KESHWAPUR KALAN,14-11-2022,4,180
43,KESHWAPUR KALAN,15-11-2022,4,180
43,KESHWAPUR KALAN,16-11-2022,7,315
43,KESHWAPUR KALAN,17-11-2022,9,297
43,KESHWAPUR KALAN,20-11-2022,2,90
43,KESHWAPUR KALAN,21-11-2022,2,63
43,KESHWAPUR KALAN,22-11-2022,2,36
43,KESHWAPUR KALAN,23-11-2022,4,99
43,KESHWAPUR KALAN,24-11-2022,11,387
43,KESHWAPUR KALAN,25-11-2022,15,594
43,KESHWAPUR KALAN,26-11-2022,12,486
43,KESHWAPUR KALAN,27-11-2022,5,198
43,KESHWAPUR KALAN,28-11-2022,8,360
43,KESHWAPUR KALAN,29-11-2022,13,558
43,KESHWAPUR KALAN,30-11-2022,8,360
43,KESHWAPUR KALAN,01-12-2022,9,351
43,KESHWAPUR KALAN,06-12-2022,9,378
43,KESHWAPUR KALAN,07-12-2022,10,423
43,KESHWAPUR KALAN,08-12-2022,6,243
43,KESHWAPUR KALAN,09-12-2022,7,315
43,KESHWAPUR KALAN,10-12-2022,7,315
43,KESHWAPUR KALAN,11-12-2022,6,270
43,KESHWAPUR KALAN,12-12-2022,7,315
43,KESHWAPUR KALAN,13-12-2022,7,315
43,KESHWAPUR KALAN,14-12-2022,4,180
43,KESHWAPUR KALAN,15-12-2022,7,315
43,KESHWAPUR KALAN,16-12-2022,8,333
43,KESHWAPUR KALAN,17-12-2022,5,225
43,KESHWAPUR KALAN,18-12-2022,7,315
43,KESHWAPUR KALAN,19-12-2022,9,405
43,KESHWAPUR KALAN,20-12-2022,10,423
43,KESHWAPUR KALAN,21-12-2022,9,405
43,KESHWAPUR KALAN,22-12-2022,8,333
43,KESHWAPUR KALAN,23-12-2022,7,288
43,KESHWAPUR KALAN,24-12-2022,11,441
43,KESHWAPUR KALAN,25-12-2022,10,396
43,KESHWAPUR KALAN,26-12-2022,10,450
43,KESHWAPUR KALAN,27-12-2022,11,468
43,KESHWAPUR KALAN,28-12-2022,9,405
43,KESHWAPUR KALAN,29-12-2022,9,405
43,KESHWAPUR KALAN,30-12-2022,9,351
43,KESHWAPUR KALAN,31-12-2022,8,333
43,KESHWAPUR KALAN,01-01-2023,8,306
43,KESHWAPUR KALAN,02-01-2023,4,180
43,KESHWAPUR KALAN,03-01-2023,13,558
43,KESHWAPUR KALAN,04-01-2023,8,360
43,KESHWAPUR KALAN,05-01-2023,9,378
43,KESHWAPUR KALAN,06-01-2023,8,333
43,KESHWAPUR KALAN,07-01-2023,9,405
43,KESHWAPUR KALAN,08-01-2023,9,351
43,KESHWAPUR KALAN,09-01-2023,8,360
43,KESHWAPUR KALAN,10-01-2023,9,378
43,KESHWAPUR KALAN,11-01-2023,10,396
43,KESHWAPUR KALAN,12-01-2023,10,423
43,KESHWAPUR KALAN,13-01-2023,8,333
43,KESHWAPUR KALAN,14-01-2023,9,378
43,KESHWAPUR KALAN,15-01-2023,9,405
43,KESHWAPUR KALAN,16-01-2023,9,378
43,KESHWAPUR KALAN,17-01-2023,6,270
43,KESHWAPUR KALAN,18-01-2023,9,405
43,KESHWAPUR KALAN,19-01-2023,8,360
43,KESHWAPUR KALAN,20-01-2023,5,225
43,KESHWAPUR KALAN,21-01-2023,7,288
43,KESHWAPUR KALAN,22-01-2023,7,315
43,KESHWAPUR KALAN,23-01-2023,7,288
43,KESHWAPUR KALAN,24-01-2023,12,513
43,KESHWAPUR KALAN,25-01-2023,9,405
43,KESHWAPUR KALAN,26-01-2023,3,135
43,KESHWAPUR KALAN,27-01-2023,4,126
43,KESHWAPUR KALAN,28-01-2023,6,243
43,KESHWAPUR KALAN,29-01-2023,5,198
43,KESHWAPUR KALAN,30-01-2023,8,360
45,HARDI,13-11-2022,10,207
45,HARDI,14-11-2022,7,180
45,HARDI,15-11-2022,12,432
45,HARDI,16-11-2022,14,387
45,HARDI,17-11-2022,17,441
45,HARDI,19-11-2022,8,171
45,HARDI,20-11-2022,2,63
45,HARDI,21-11-2022,5,144
45,HARDI,22-11-2022,7,207
45,HARDI,23-11-2022,7,180
45,HARDI,24-11-2022,18,594
45,HARDI,25-11-2022,10,342
45,HARDI,26-11-2022,19,531
45,HARDI,27-11-2022,13,315
45,HARDI,28-11-2022,14,414
45,HARDI,29-11-2022,11,333
45,HARDI,30-11-2022,10,423
45,HARDI,01-12-2022,12,378
45,HARDI,02-12-2022,10,342
45,HARDI,03-12-2022,11,333
45,HARDI,04-12-2022,11,333
45,HARDI,05-12-2022,6,189
45,HARDI,06-12-2022,11,279
45,HARDI,07-12-2022,8,252
45,HARDI,08-12-2022,7,315
45,HARDI,09-12-2022,11,333
45,HARDI,10-12-2022,9,270
45,HARDI,11-12-2022,8,225
45,HARDI,12-12-2022,8,279
45,HARDI,13-12-2022,5,144
45,HARDI,14-12-2022,11,333
45,HARDI,15-12-2022,7,153
45,HARDI,16-12-2022,6,189
45,HARDI,17-12-2022,10,315
45,HARDI,18-12-2022,8,252
45,HARDI,19-12-2022,9,216
45,HARDI,20-12-2022,1,45
45,HARDI,21-12-2022,1,45
45,HARDI,22-12-2022,7,234
45,HARDI,23-12-2022,6,216
45,HARDI,24-12-2022,8,360
45,HARDI,25-12-2022,15,378
45,HARDI,26-12-2022,10,387
45,HARDI,27-12-2022,12,378
45,HARDI,28-12-2022,15,432
45,HARDI,29-12-2022,12,405
45,HARDI,30-12-2022,8,279
45,HARDI,31-12-2022,4,126
45,HARDI,01-01-2023,1,18
45,HARDI,02-01-2023,4,153
45,HARDI,03-01-2023,12,324
45,HARDI,05-01-2023,12,324
45,HARDI,06-01-2023,11,333
45,HARDI,07-01-2023,9,270
45,HARDI,08-01-2023,7,261
45,HARDI,09-01-2023,11,306
45,HARDI,10-01-2023,8,279
45,HARDI,11-01-2023,8,306
45,HARDI,12-01-2023,12,405
45,HARDI,13-01-2023,7,315
45,HARDI,14-01-2023,4,126
45,HARDI,15-01-2023,9,297
45,HARDI,16-01-2023,13,369
45,HARDI,17-01-2023,11,387
45,HARDI,18-01-2023,11,414
45,HARDI,19-01-2023,7,180
45,HARDI,20-01-2023,5,171
45,HARDI,21-01-2023,7,261
45,HARDI,22-01-2023,6,189
45,HARDI,23-01-2023,8,252
45,HARDI,24-01-2023,13,369
45,HARDI,25-01-2023,13,396
45,HARDI,26-01-2023,2,63
45,HARDI,27-01-2023,5,198
45,HARDI,28-01-2023,7,234
45,HARDI,29-01-2023,5,198
45,HARDI,30-01-2023,10,342
47,MILIK / KHAJUHABAZAR,14-11-2022,7,126
47,MILIK / KHAJUHABAZAR,15-11-2022,9,243
47,MILIK / KHAJUHABAZAR,16-11-2022,3,108
47,MILIK / KHAJUHABAZAR,17-11-2022,2,90
47,MILIK / KHAJUHABAZAR,21-11-2022,6,216
47,MILIK / KHAJUHABAZAR,23-11-2022,5,171
47,MILIK / KHAJUHABAZAR,24-11-2022,8,225
47,MILIK / KHAJUHABAZAR,25-11-2022,9,243
47,MILIK / KHAJUHABAZAR,26-11-2022,4,180
47,MILIK / KHAJUHABAZAR,27-11-2022,6,216
47,MILIK / KHAJUHABAZAR,28-11-2022,9,270
47,MILIK / KHAJUHABAZAR,29-11-2022,4,180
47,MILIK / KHAJUHABAZAR,30-11-2022,5,198
47,MILIK / KHAJUHABAZAR,01-12-2022,7,207
47,MILIK / KHAJUHABAZAR,02-12-2022,7,234
47,MILIK / KHAJUHABAZAR,03-12-2022,6,216
47,MILIK / KHAJUHABAZAR,04-12-2022,6,189
47,MILIK / KHAJUHABAZAR,05-12-2022,4,99
47,MILIK / KHAJUHABAZAR,06-12-2022,6,270
47,MILIK / KHAJUHABAZAR,07-12-2022,6,243
47,MILIK / KHAJUHABAZAR,08-12-2022,6,189
47,MILIK / KHAJUHABAZAR,09-12-2022,8,279
47,MILIK / KHAJUHABAZAR,10-12-2022,6,216
47,MILIK / KHAJUHABAZAR,11-12-2022,4,153
47,MILIK / KHAJUHABAZAR,12-12-2022,5,198
47,MILIK / KHAJUHABAZAR,13-12-2022,10,315
47,MILIK / KHAJUHABAZAR,14-12-2022,9,297
47,MILIK / KHAJUHABAZAR,15-12-2022,13,396
47,MILIK / KHAJUHABAZAR,16-12-2022,8,306
47,MILIK / KHAJUHABAZAR,17-12-2022,8,360
47,MILIK / KHAJUHABAZAR,18-12-2022,8,306
47,MILIK / KHAJUHABAZAR,19-12-2022,7,207
47,MILIK / KHAJUHABAZAR,20-12-2022,9,351
47,MILIK / KHAJUHABAZAR,21-12-2022,13,423
47,MILIK / KHAJUHABAZAR,22-12-2022,10,315
47,MILIK / KHAJUHABAZAR,23-12-2022,8,279
47,MILIK / KHAJUHABAZAR,24-12-2022,11,306
47,MILIK / KHAJUHABAZAR,25-12-2022,13,396
47,MILIK / KHAJUHABAZAR,26-12-2022,12,378
47,MILIK / KHAJUHABAZAR,27-12-2022,11,333
47,MILIK / KHAJUHABAZAR,28-12-2022,11,333
47,MILIK / KHAJUHABAZAR,29-12-2022,8,306
47,MILIK / KHAJUHABAZAR,30-12-2022,10,315
47,MILIK / KHAJUHABAZAR,31-12-2022,7,207
47,MILIK / KHAJUHABAZAR,01-01-2023,6,216
47,MILIK / KHAJUHABAZAR,02-01-2023,5,171
47,MILIK / KHAJUHABAZAR,03-01-2023,9,297
47,MILIK / KHAJUHABAZAR,04-01-2023,11,306
47,MILIK / KHAJUHABAZAR,05-01-2023,12,351
47,MILIK / KHAJUHABAZAR,06-01-2023,13,450
47,MILIK / KHAJUHABAZAR,07-01-2023,7,261
47,MILIK / KHAJUHABAZAR,08-01-2023,8,333
47,MILIK / KHAJUHABAZAR,09-01-2023,9,324
47,MILIK / KHAJUHABAZAR,10-01-2023,15,324
47,MILIK / KHAJUHABAZAR,11-01-2023,8,306
47,MILIK / KHAJUHABAZAR,12-01-2023,15,432
47,MILIK / KHAJUHABAZAR,13-01-2023,11,387
47,MILIK / KHAJUHABAZAR,14-01-2023,5,198
47,MILIK / KHAJUHABAZAR,15-01-2023,11,387
47,MILIK / KHAJUHABAZAR,16-01-2023,13,423
47,MILIK / KHAJUHABAZAR,17-01-2023,11,360
47,MILIK / KHAJUHABAZAR,18-01-2023,8,333
47,MILIK / KHAJUHABAZAR,19-01-2023,11,360
47,MILIK / KHAJUHABAZAR,20-01-2023,8,279
47,MILIK / KHAJUHABAZAR,21-01-2023,12,405
47,MILIK / KHAJUHABAZAR,22-01-2023,8,171
47,MILIK / KHAJUHABAZAR,23-01-2023,7,288
47,MILIK / KHAJUHABAZAR,24-01-2023,9,324
47,MILIK / KHAJUHABAZAR,25-01-2023,8,198
47,MILIK / KHAJUHABAZAR,26-01-2023,5,171
47,MILIK / KHAJUHABAZAR,27-01-2023,2,90
47,MILIK / KHAJUHABAZAR,28-01-2023,1,45
47,MILIK / KHAJUHABAZAR,30-01-2023,8,225
48,SIKATIHA CHAPKAHA,13-11-2022,4,153
48,SIKATIHA CHAPKAHA,14-11-2022,15,324
48,SIKATIHA CHAPKAHA,15-11-2022,23,657
48,SIKATIHA CHAPKAHA,16-11-2022,19,720
48,SIKATIHA CHAPKAHA,17-11-2022,19,558
48,SIKATIHA CHAPKAHA,18-11-2022,5,144
48,SIKATIHA CHAPKAHA,20-11-2022,7,153
48,SIKATIHA CHAPKAHA,21-11-2022,9,216
48,SIKATIHA CHAPKAHA,22-11-2022,14,360
48,SIKATIHA CHAPKAHA,23-11-2022,14,522
48,SIKATIHA CHAPKAHA,24-11-2022,28,936
48,SIKATIHA CHAPKAHA,25-11-2022,29,873
48,SIKATIHA CHAPKAHA,26-11-2022,22,720
48,SIKATIHA CHAPKAHA,27-11-2022,28,828
48,SIKATIHA CHAPKAHA,28-11-2022,29,1089
48,SIKATIHA CHAPKAHA,29-11-2022,29,1035
48,SIKATIHA CHAPKAHA,30-11-2022,31,909
48,SIKATIHA CHAPKAHA,01-12-2022,20,765
48,SIKATIHA CHAPKAHA,02-12-2022,18,567
48,SIKATIHA CHAPKAHA,04-12-2022,10,315
48,SIKATIHA CHAPKAHA,05-12-2022,3,108
48,SIKATIHA CHAPKAHA,06-12-2022,20,549
48,SIKATIHA CHAPKAHA,07-12-2022,17,549
48,SIKATIHA CHAPKAHA,08-12-2022,20,549
48,SIKATIHA CHAPKAHA,09-12-2022,17,549
48,SIKATIHA CHAPKAHA,10-12-2022,30,918
48,SIKATIHA CHAPKAHA,11-12-2022,14,441
48,SIKATIHA CHAPKAHA,12-12-2022,22,828
48,SIKATIHA CHAPKAHA,13-12-2022,25,774
48,SIKATIHA CHAPKAHA,14-12-2022,24,756
48,SIKATIHA CHAPKAHA,15-12-2022,21,702
48,SIKATIHA CHAPKAHA,16-12-2022,23,711
48,SIKATIHA CHAPKAHA,17-12-2022,3,54
48,SIKATIHA CHAPKAHA,19-12-2022,1,18
48,SIKATIHA CHAPKAHA,20-12-2022,2,36
48,SIKATIHA CHAPKAHA,21-12-2022,10,234
48,SIKATIHA CHAPKAHA,22-12-2022,20,495
48,SIKATIHA CHAPKAHA,23-12-2022,17,468
48,SIKATIHA CHAPKAHA,24-12-2022,37,990
48,SIKATIHA CHAPKAHA,25-12-2022,16,585
48,SIKATIHA CHAPKAHA,26-12-2022,20,603
48,SIKATIHA CHAPKAHA,27-12-2022,21,702
48,SIKATIHA CHAPKAHA,28-12-2022,18,594
48,SIKATIHA CHAPKAHA,29-12-2022,24,540
48,SIKATIHA CHAPKAHA,30-12-2022,16,504
48,SIKATIHA CHAPKAHA,31-12-2022,15,513
48,SIKATIHA CHAPKAHA,01-01-2023,12,378
48,SIKATIHA CHAPKAHA,02-01-2023,5,198
48,SIKATIHA CHAPKAHA,03-01-2023,25,693
48,SIKATIHA CHAPKAHA,04-01-2023,8,252
48,SIKATIHA CHAPKAHA,05-01-2023,16,504
48,SIKATIHA CHAPKAHA,06-01-2023,17,468
48,SIKATIHA CHAPKAHA,07-01-2023,17,522
48,SIKATIHA CHAPKAHA,08-01-2023,23,603
48,SIKATIHA CHAPKAHA,09-01-2023,9,297
48,SIKATIHA CHAPKAHA,10-01-2023,11,360
48,SIKATIHA CHAPKAHA,11-01-2023,16,585
48,SIKATIHA CHAPKAHA,12-01-2023,18,594
48,SIKATIHA CHAPKAHA,13-01-2023,19,612
48,SIKATIHA CHAPKAHA,14-01-2023,16,558
48,SIKATIHA CHAPKAHA,15-01-2023,14,360
48,SIKATIHA CHAPKAHA,16-01-2023,19,612
48,SIKATIHA CHAPKAHA,17-01-2023,13,504
48,SIKATIHA CHAPKAHA,18-01-2023,9,297
48,SIKATIHA CHAPKAHA,19-01-2023,16,504
48,SIKATIHA CHAPKAHA,20-01-2023,13,342
48,SIKATIHA CHAPKAHA,21-01-2023,11,414
48,SIKATIHA CHAPKAHA,22-01-2023,8,252
48,SIKATIHA CHAPKAHA,23-01-2023,18,567
48,SIKATIHA CHAPKAHA,24-01-2023,25,612
48,SIKATIHA CHAPKAHA,25-01-2023,16,585
48,SIKATIHA CHAPKAHA,26-01-2023,16,531
48,SIKATIHA CHAPKAHA,27-01-2023,23,711
48,SIKATIHA CHAPKAHA,28-01-2023,23,738
48,SIKATIHA CHAPKAHA,29-01-2023,20,576
48,SIKATIHA CHAPKAHA,30-01-2023,25,666
50,MAHADEV /AMETHI - II,13-11-2022,14,441
50,MAHADEV /AMETHI - II,14-11-2022,24,567
50,MAHADEV /AMETHI - II,15-11-2022,23,603
50,MAHADEV /AMETHI - II,16-11-2022,11,468
50,MAHADEV /AMETHI - II,17-11-2022,15,621
50,MAHADEV /AMETHI - II,20-11-2022,4,153
50,MAHADEV /AMETHI - II,21-11-2022,5,171
50,MAHADEV /AMETHI - II,22-11-2022,8,279
50,MAHADEV /AMETHI - II,23-11-2022,7,261
50,MAHADEV /AMETHI - II,24-11-2022,9,216
50,MAHADEV /AMETHI - II,25-11-2022,22,774
50,MAHADEV /AMETHI - II,26-11-2022,23,765
50,MAHADEV /AMETHI - II,27-11-2022,12,459
50,MAHADEV /AMETHI - II,28-11-2022,26,954
50,MAHADEV /AMETHI - II,29-11-2022,20,792
50,MAHADEV /AMETHI - II,30-11-2022,19,720
50,MAHADEV /AMETHI - II,01-12-2022,20,738
50,MAHADEV /AMETHI - II,02-12-2022,5,198
50,MAHADEV /AMETHI - II,04-12-2022,10,396
50,MAHADEV /AMETHI - II,05-12-2022,11,414
50,MAHADEV /AMETHI - II,06-12-2022,16,531
50,MAHADEV /AMETHI - II,07-12-2022,13,531
50,MAHADEV /AMETHI - II,08-12-2022,9,351
50,MAHADEV /AMETHI - II,09-12-2022,12,486
50,MAHADEV /AMETHI - II,10-12-2022,11,495
50,MAHADEV /AMETHI - II,11-12-2022,12,432
50,MAHADEV /AMETHI - II,12-12-2022,17,603
50,MAHADEV /AMETHI - II,13-12-2022,13,531
50,MAHADEV /AMETHI - II,14-12-2022,13,504
50,MAHADEV /AMETHI - II,15-12-2022,21,729
50,MAHADEV /AMETHI - II,16-12-2022,18,567
50,MAHADEV /AMETHI - II,17-12-2022,14,603
50,MAHADEV /AMETHI - II,18-12-2022,18,567
50,MAHADEV /AMETHI - II,19-12-2022,16,585
50,MAHADEV /AMETHI - II,20-12-2022,19,720
50,MAHADEV /AMETHI - II,21-12-2022,19,747
50,MAHADEV /AMETHI - II,22-12-2022,16,639
50,MAHADEV /AMETHI - II,23-12-2022,16,585
50,MAHADEV /AMETHI - II,24-12-2022,16,612
50,MAHADEV /AMETHI - II,25-12-2022,16,612
50,MAHADEV /AMETHI - II,26-12-2022,19,720
50,MAHADEV /AMETHI - II,27-12-2022,20,684
50,MAHADEV /AMETHI - II,28-12-2022,20,738
50,MAHADEV /AMETHI - II,29-12-2022,18,702
50,MAHADEV /AMETHI - II,30-12-2022,18,702
50,MAHADEV /AMETHI - II,31-12-2022,16,612
50,MAHADEV /AMETHI - II,01-01-2023,12,432
50,MAHADEV /AMETHI - II,02-01-2023,7,207
50,MAHADEV /AMETHI - II,03-01-2023,28,936
50,MAHADEV /AMETHI - II,04-01-2023,17,711
50,MAHADEV /AMETHI - II,05-01-2023,18,594
50,MAHADEV /AMETHI - II,06-01-2023,18,567
50,MAHADEV /AMETHI - II,07-01-2023,15,621
50,MAHADEV /AMETHI - II,08-01-2023,16,639
50,MAHADEV /AMETHI - II,09-01-2023,15,513
50,MAHADEV /AMETHI - II,10-01-2023,19,639
50,MAHADEV /AMETHI - II,11-01-2023,17,630
50,MAHADEV /AMETHI - II,12-01-2023,16,693
50,MAHADEV /AMETHI - II,13-01-2023,16,639
50,MAHADEV /AMETHI - II,14-01-2023,18,756
50,MAHADEV /AMETHI - II,15-01-2023,21,810
50,MAHADEV /AMETHI - II,16-01-2023,16,639
50,MAHADEV /AMETHI - II,17-01-2023,14,576
50,MAHADEV /AMETHI - II,18-01-2023,14,603
50,MAHADEV /AMETHI - II,19-01-2023,14,522
50,MAHADEV /AMETHI - II,20-01-2023,10,423
50,MAHADEV /AMETHI - II,21-01-2023,16,504
50,MAHADEV /AMETHI - II,22-01-2023,8,306
50,MAHADEV /AMETHI - II,23-01-2023,8,279
50,MAHADEV /AMETHI - II,24-01-2023,16,693
50,MAHADEV /AMETHI - II,25-01-2023,20,603
50,MAHADEV /AMETHI - II,26-01-2023,11,495
50,MAHADEV /AMETHI - II,27-01-2023,17,603
50,MAHADEV /AMETHI - II,28-01-2023,15,594
50,MAHADEV /AMETHI - II,29-01-2023,14,522
50,MAHADEV /AMETHI - II,30-01-2023,12,432
52,RAIPURBELTUA/ISHANAG,13-11-2022,9,270
52,RAIPURBELTUA/ISHANAG,14-11-2022,12,378
52,RAIPURBELTUA/ISHANAG,15-11-2022,19,558
52,RAIPURBELTUA/ISHANAG,16-11-2022,23,576
52,RAIPURBELTUA/ISHANAG,17-11-2022,14,549
52,RAIPURBELTUA/ISHANAG,18-11-2022,8,333
52,RAIPURBELTUA/ISHANAG,19-11-2022,12,432
52,RAIPURBELTUA/ISHANAG,20-11-2022,6,216
52,RAIPURBELTUA/ISHANAG,21-11-2022,11,441
52,RAIPURBELTUA/ISHANAG,22-11-2022,11,279
52,RAIPURBELTUA/ISHANAG,23-11-2022,17,603
52,RAIPURBELTUA/ISHANAG,24-11-2022,28,909
52,RAIPURBELTUA/ISHANAG,25-11-2022,24,729
52,RAIPURBELTUA/ISHANAG,26-11-2022,15,621
52,RAIPURBELTUA/ISHANAG,27-11-2022,17,657
52,RAIPURBELTUA/ISHANAG,28-11-2022,19,693
52,RAIPURBELTUA/ISHANAG,29-11-2022,18,675
52,RAIPURBELTUA/ISHANAG,30-11-2022,17,603
52,RAIPURBELTUA/ISHANAG,01-12-2022,22,612
52,RAIPURBELTUA/ISHANAG,02-12-2022,21,702
52,RAIPURBELTUA/ISHANAG,03-12-2022,14,603
52,RAIPURBELTUA/ISHANAG,04-12-2022,18,594
52,RAIPURBELTUA/ISHANAG,05-12-2022,5,198
52,RAIPURBELTUA/ISHANAG,06-12-2022,17,603
52,RAIPURBELTUA/ISHANAG,07-12-2022,15,621
52,RAIPURBELTUA/ISHANAG,08-12-2022,17,684
52,RAIPURBELTUA/ISHANAG,09-12-2022,21,729
52,RAIPURBELTUA/ISHANAG,10-12-2022,20,684
