Code,Center Name,Indent Date,No of Purchy,Qty in Qtls
140,AMRITPUR,11-01-2023,26,900
140,AMRITPUR,12-01-2023,16,666
140,AMRITPUR,13-01-2023,21,729
140,AMRITPUR,14-01-2023,21,729
140,AMRITPUR,15-01-2023,21,729
140,AMRITPUR,16-01-2023,22,720
140,AMRITPUR,17-01-2023,18,621
140,AMRITPUR,18-01-2023,18,648
140,AMRITPUR,19-01-2023,19,693
140,AMRITPUR,20-01-2023,11,468
140,AMRITPUR,21-01-2023,22,801
140,AMRITPUR,22-01-2023,13,504
140,AMRITPUR,23-01-2023,12,459
140,AMRITPUR,24-01-2023,19,612
140,AMRITPUR,25-01-2023,16,612
140,AMRITPUR,26-01-2023,27,972
140,AMRITPUR,27-01-2023,31,963
140,AMRITPUR,28-01-2023,28,1044
140,AMRITPUR,29-01-2023,38,1386
140,AMRITPUR,30-01-2023,24,810
141,HARKHAPUR,13-11-2022,15,513
141,HARKHAPUR,14-11-2022,11,468
141,HARKHAPUR,15-11-2022,18,729
141,HARKHAPUR,16-11-2022,12,513
141,HARKHAPUR,17-11-2022,11,495
141,HARKHAPUR,18-11-2022,5,198
141,HARKHAPUR,21-11-2022,4,153
141,HARKHAPUR,22-11-2022,2,90
141,HARKHAPUR,23-11-2022,4,153
141,HARKHAPUR,24-11-2022,10,396
141,HARKHAPUR,25-11-2022,11,495
141,HARKHAPUR,26-11-2022,17,765
141,HARKHAPUR,27-11-2022,18,810
141,HARKHAPUR,28-11-2022,18,810
141,HARKHAPUR,29-11-2022,13,585
141,HARKHAPUR,30-11-2022,15,648
141,HARKHAPUR,01-12-2022,13,558
141,HARKHAPUR,02-12-2022,9,405
141,HARKHAPUR,03-12-2022,7,315
141,HARKHAPUR,05-12-2022,5,225
141,HARKHAPUR,06-12-2022,15,648
141,HARKHAPUR,07-12-2022,5,171
141,HARKHAPUR,08-12-2022,12,513
141,HARKHAPUR,09-12-2022,27,1161
141,HARKHAPUR,10-12-2022,13,585
141,HARKHAPUR,11-12-2022,12,540
141,HARKHAPUR,12-12-2022,14,630
141,HARKHAPUR,13-12-2022,14,630
141,HARKHAPUR,14-12-2022,14,630
141,HARKHAPUR,15-12-2022,14,603
141,HARKHAPUR,16-12-2022,15,648
141,HARKHAPUR,17-12-2022,15,621
141,HARKHAPUR,18-12-2022,15,648
141,HARKHAPUR,19-12-2022,12,486
141,HARKHAPUR,20-12-2022,20,819
141,HARKHAPUR,21-12-2022,12,540
141,HARKHAPUR,22-12-2022,18,810
141,HARKHAPUR,23-12-2022,14,630
141,HARKHAPUR,24-12-2022,14,630
141,HARKHAPUR,25-12-2022,18,729
141,HARKHAPUR,26-12-2022,16,720
141,HARKHAPUR,27-12-2022,15,675
141,HARKHAPUR,28-12-2022,11,468
141,HARKHAPUR,29-12-2022,13,531
141,HARKHAPUR,30-12-2022,12,540
141,HARKHAPUR,31-12-2022,8,333
141,HARKHAPUR,01-01-2023,10,423
141,HARKHAPUR,02-01-2023,4,180
141,HARKHAPUR,03-01-2023,12,486
141,HARKHAPUR,04-01-2023,17,765
141,HARKHAPUR,05-01-2023,10,450
141,HARKHAPUR,06-01-2023,12,513
141,HARKHAPUR,07-01-2023,1,45
141,HARKHAPUR,08-01-2023,2,90
141,HARKHAPUR,12-01-2023,12,486
141,HARKHAPUR,13-01-2023,14,522
141,HARKHAPUR,14-01-2023,12,540
141,HARKHAPUR,15-01-2023,12,513
141,HARKHAPUR,16-01-2023,13,531
141,HARKHAPUR,17-01-2023,10,450
141,HARKHAPUR,18-01-2023,11,468
141,HARKHAPUR,19-01-2023,12,540
141,HARKHAPUR,20-01-2023,9,405
141,HARKHAPUR,21-01-2023,7,288
141,HARKHAPUR,24-01-2023,1,18
141,HARKHAPUR,26-01-2023,4,153
141,HARKHAPUR,27-01-2023,2,90
141,HARKHAPUR,28-01-2023,4,180
141,HARKHAPUR,29-01-2023,4,180
141,HARKHAPUR,30-01-2023,14,522
142,URRA BAZAR,16-11-2022,23,414
142,URRA BAZAR,17-11-2022,20,441
142,URRA BAZAR,18-11-2022,25,450
142,URRA BAZAR,19-11-2022,14,252
142,URRA BAZAR,21-11-2022,14,252
142,URRA BAZAR,22-11-2022,15,432
142,URRA BAZAR,23-11-2022,8,198
142,URRA BAZAR,24-11-2022,25,558
142,URRA BAZAR,25-11-2022,11,306
142,URRA BAZAR,26-11-2022,20,441
142,URRA BAZAR,27-11-2022,19,531
142,URRA BAZAR,28-11-2022,20,576
142,URRA BAZAR,29-11-2022,29,684
142,URRA BAZAR,30-11-2022,25,639
142,URRA BAZAR,01-12-2022,16,477
142,URRA BAZAR,02-12-2022,8,252
142,URRA BAZAR,03-12-2022,11,252
142,URRA BAZAR,06-12-2022,43,1125
142,URRA BAZAR,07-12-2022,18,567
142,URRA BAZAR,08-12-2022,19,531
142,URRA BAZAR,09-12-2022,16,450
142,URRA BAZAR,10-12-2022,17,576
142,URRA BAZAR,11-12-2022,20,522
142,URRA BAZAR,12-12-2022,19,450
142,URRA BAZAR,13-12-2022,22,504
142,URRA BAZAR,14-12-2022,20,549
142,URRA BAZAR,15-12-2022,16,450
142,URRA BAZAR,16-12-2022,26,630
142,URRA BAZAR,17-12-2022,16,450
142,URRA BAZAR,18-12-2022,14,441
142,URRA BAZAR,19-12-2022,17,522
142,URRA BAZAR,20-12-2022,22,558
142,URRA BAZAR,21-12-2022,22,585
142,URRA BAZAR,22-12-2022,24,567
142,URRA BAZAR,23-12-2022,20,522
142,URRA BAZAR,24-12-2022,26,603
142,URRA BAZAR,25-12-2022,24,621
142,URRA BAZAR,26-12-2022,21,540
142,URRA BAZAR,27-12-2022,27,648
142,URRA BAZAR,28-12-2022,21,540
142,URRA BAZAR,29-12-2022,17,495
142,URRA BAZAR,30-12-2022,19,531
142,URRA BAZAR,31-12-2022,22,558
142,URRA BAZAR,01-01-2023,13,396
142,URRA BAZAR,02-01-2023,10,207
142,URRA BAZAR,03-01-2023,20,495
142,URRA BAZAR,04-01-2023,25,639
142,URRA BAZAR,05-01-2023,22,477
142,URRA BAZAR,06-01-2023,19,504
142,URRA BAZAR,07-01-2023,22,558
142,URRA BAZAR,08-01-2023,22,585
142,URRA BAZAR,09-01-2023,23,603
142,URRA BAZAR,10-01-2023,20,549
142,URRA BAZAR,11-01-2023,24,675
142,URRA BAZAR,12-01-2023,17,549
142,URRA BAZAR,13-01-2023,18,567
142,URRA BAZAR,14-01-2023,21,513
142,URRA BAZAR,15-01-2023,20,441
142,URRA BAZAR,16-01-2023,23,603
142,URRA BAZAR,17-01-2023,21,540
142,URRA BAZAR,18-01-2023,17,603
142,URRA BAZAR,19-01-2023,25,612
142,URRA BAZAR,20-01-2023,10,234
142,URRA BAZAR,21-01-2023,21,567
142,URRA BAZAR,22-01-2023,21,513
142,URRA BAZAR,23-01-2023,18,513
142,URRA BAZAR,24-01-2023,16,396
142,URRA BAZAR,25-01-2023,20,495
142,URRA BAZAR,26-01-2023,27,594
142,URRA BAZAR,27-01-2023,10,234
142,URRA BAZAR,28-01-2023,5,144
142,URRA BAZAR,30-01-2023,20,495
143,DHARAMPUR SEMRI,13-11-2022,7,153
143,DHARAMPUR SEMRI,14-11-2022,8,198
143,DHARAMPUR SEMRI,15-11-2022,15,459
143,DHARAMPUR SEMRI,16-11-2022,13,396
143,DHARAMPUR SEMRI,17-11-2022,16,342
143,DHARAMPUR SEMRI,18-11-2022,7,234
143,DHARAMPUR SEMRI,21-11-2022,10,288
143,DHARAMPUR SEMRI,22-11-2022,9,189
143,DHARAMPUR SEMRI,23-11-2022,16,315
143,DHARAMPUR SEMRI,24-11-2022,20,684
143,DHARAMPUR SEMRI,25-11-2022,18,540
143,DHARAMPUR SEMRI,26-11-2022,16,531
143,DHARAMPUR SEMRI,27-11-2022,13,558
143,DHARAMPUR SEMRI,28-11-2022,16,585
143,DHARAMPUR SEMRI,29-11-2022,17,657
143,DHARAMPUR SEMRI,30-11-2022,20,711
143,DHARAMPUR SEMRI,01-12-2022,12,405
143,DHARAMPUR SEMRI,02-12-2022,12,405
143,DHARAMPUR SEMRI,03-12-2022,9,324
143,DHARAMPUR SEMRI,06-12-2022,11,333
143,DHARAMPUR SEMRI,07-12-2022,15,378
143,DHARAMPUR SEMRI,08-12-2022,7,261
143,DHARAMPUR SEMRI,09-12-2022,19,666
143,DHARAMPUR SEMRI,10-12-2022,18,513
143,DHARAMPUR SEMRI,11-12-2022,16,531
143,DHARAMPUR SEMRI,12-12-2022,15,486
143,DHARAMPUR SEMRI,13-12-2022,13,504
143,DHARAMPUR SEMRI,14-12-2022,15,513
143,DHARAMPUR SEMRI,15-12-2022,13,504
143,DHARAMPUR SEMRI,16-12-2022,17,522
143,DHARAMPUR SEMRI,17-12-2022,16,531
143,DHARAMPUR SEMRI,18-12-2022,13,450
143,DHARAMPUR SEMRI,19-12-2022,15,486
143,DHARAMPUR SEMRI,20-12-2022,20,576
143,DHARAMPUR SEMRI,21-12-2022,20,576
143,DHARAMPUR SEMRI,22-12-2022,15,567
143,DHARAMPUR SEMRI,23-12-2022,18,567
143,DHARAMPUR SEMRI,24-12-2022,20,603
143,DHARAMPUR SEMRI,25-12-2022,18,675
143,DHARAMPUR SEMRI,26-12-2022,18,621
143,DHARAMPUR SEMRI,27-12-2022,12,486
143,DHARAMPUR SEMRI,28-12-2022,17,549
143,DHARAMPUR SEMRI,29-12-2022,15,405
143,DHARAMPUR SEMRI,30-12-2022,14,387
143,DHARAMPUR SEMRI,31-12-2022,11,333
143,DHARAMPUR SEMRI,01-01-2023,9,405
143,DHARAMPUR SEMRI,02-01-2023,7,180
143,DHARAMPUR SEMRI,03-01-2023,13,369
143,DHARAMPUR SEMRI,04-01-2023,9,189
143,DHARAMPUR SEMRI,05-01-2023,20,549
143,DHARAMPUR SEMRI,06-01-2023,9,324
143,DHARAMPUR SEMRI,07-01-2023,16,531
143,DHARAMPUR SEMRI,08-01-2023,18,513
143,DHARAMPUR SEMRI,09-01-2023,11,468
143,DHARAMPUR SEMRI,10-01-2023,14,441
143,DHARAMPUR SEMRI,11-01-2023,15,540
143,DHARAMPUR SEMRI,12-01-2023,16,558
143,DHARAMPUR SEMRI,13-01-2023,18,621
143,DHARAMPUR SEMRI,14-01-2023,12,405
143,DHARAMPUR SEMRI,15-01-2023,14,441
143,DHARAMPUR SEMRI,16-01-2023,11,360
143,DHARAMPUR SEMRI,17-01-2023,12,297
143,DHARAMPUR SEMRI,18-01-2023,13,450
143,DHARAMPUR SEMRI,19-01-2023,15,459
143,DHARAMPUR SEMRI,20-01-2023,8,360
143,DHARAMPUR SEMRI,21-01-2023,14,441
143,DHARAMPUR SEMRI,22-01-2023,13,396
143,DHARAMPUR SEMRI,23-01-2023,5,144
143,DHARAMPUR SEMRI,24-01-2023,3,108
143,DHARAMPUR SEMRI,25-01-2023,6,162
143,DHARAMPUR SEMRI,26-01-2023,4,153
143,DHARAMPUR SEMRI,27-01-2023,3,54
143,DHARAMPUR SEMRI,28-01-2023,2,63
143,DHARAMPUR SEMRI,30-01-2023,17,495
144,KATHOUTIYA I,14-11-2022,8,144
144,KATHOUTIYA I,15-11-2022,5,171
144,KATHOUTIYA I,16-11-2022,5,171
144,KATHOUTIYA I,17-11-2022,7,180
144,KATHOUTIYA I,28-11-2022,7,180
144,KATHOUTIYA I,29-11-2022,8,279
144,KATHOUTIYA I,30-11-2022,8,279
144,KATHOUTIYA I,04-12-2022,6,243
144,KATHOUTIYA I,07-12-2022,6,162
144,KATHOUTIYA I,08-12-2022,5,144
144,KATHOUTIYA I,09-12-2022,11,414
144,KATHOUTIYA I,11-12-2022,5,225
144,KATHOUTIYA I,12-12-2022,7,207
144,KATHOUTIYA I,13-12-2022,6,216
144,KATHOUTIYA I,14-12-2022,5,198
144,KATHOUTIYA I,15-12-2022,8,279
144,KATHOUTIYA I,16-12-2022,6,189
144,KATHOUTIYA I,17-12-2022,5,198
144,KATHOUTIYA I,18-12-2022,4,153
144,KATHOUTIYA I,19-12-2022,8,279
144,KATHOUTIYA I,20-12-2022,8,198
144,KATHOUTIYA I,21-12-2022,6,189
144,KATHOUTIYA I,22-12-2022,7,207
144,KATHOUTIYA I,23-12-2022,7,207
144,KATHOUTIYA I,24-12-2022,7,180
144,KATHOUTIYA I,25-12-2022,9,243
144,KATHOUTIYA I,26-12-2022,8,252
144,KATHOUTIYA I,27-12-2022,7,180
144,KATHOUTIYA I,28-12-2022,5,198
144,KATHOUTIYA I,29-12-2022,8,279
144,KATHOUTIYA I,30-12-2022,6,216
144,KATHOUTIYA I,31-12-2022,11,279
144,KATHOUTIYA I,01-01-2023,5,198
144,KATHOUTIYA I,02-01-2023,8,225
144,KATHOUTIYA I,03-01-2023,7,234
144,KATHOUTIYA I,04-01-2023,10,342
144,KATHOUTIYA I,05-01-2023,7,234
144,KATHOUTIYA I,06-01-2023,7,261
144,KATHOUTIYA I,07-01-2023,9,270
144,KATHOUTIYA I,08-01-2023,10,261
144,KATHOUTIYA I,09-01-2023,9,243
144,KATHOUTIYA I,10-01-2023,6,189
144,KATHOUTIYA I,11-01-2023,8,198
144,KATHOUTIYA I,13-01-2023,6,216
144,KATHOUTIYA I,14-01-2023,5,198
144,KATHOUTIYA I,15-01-2023,7,207
144,KATHOUTIYA I,16-01-2023,5,198
144,KATHOUTIYA I,17-01-2023,3,108
144,KATHOUTIYA I,18-01-2023,7,234
144,KATHOUTIYA I,19-01-2023,7,180
144,KATHOUTIYA I,20-01-2023,5,198
144,KATHOUTIYA I,21-01-2023,7,207
144,KATHOUTIYA I,22-01-2023,6,189
144,KATHOUTIYA I,23-01-2023,4,99
144,KATHOUTIYA I,27-01-2023,8,279
144,KATHOUTIYA I,28-01-2023,1,45
144,KATHOUTIYA I,30-01-2023,3,108
171,MATHIYA PURWA,13-11-2022,15,270
171,MATHIYA PURWA,14-11-2022,16,315
171,MATHIYA PURWA,15-11-2022,25,477
171,MATHIYA PURWA,16-11-2022,26,576
171,MATHIYA PURWA,17-11-2022,26,630
171,MATHIYA PURWA,18-11-2022,21,513
171,MATHIYA PURWA,19-11-2022,14,360
171,MATHIYA PURWA,20-11-2022,24,486
171,MATHIYA PURWA,21-11-2022,14,387
171,MATHIYA PURWA,22-11-2022,24,567
171,MATHIYA PURWA,23-11-2022,22,666
171,MATHIYA PURWA,24-11-2022,10,288
171,MATHIYA PURWA,25-11-2022,25,720
171,MATHIYA PURWA,26-11-2022,17,549
171,MATHIYA PURWA,27-11-2022,22,612
171,MATHIYA PURWA,28-11-2022,23,711
171,MATHIYA PURWA,29-11-2022,30,810
171,MATHIYA PURWA,30-11-2022,21,810
171,MATHIYA PURWA,01-12-2022,16,612
171,MATHIYA PURWA,04-12-2022,11,387
171,MATHIYA PURWA,05-12-2022,8,306
171,MATHIYA PURWA,06-12-2022,24,702
171,MATHIYA PURWA,07-12-2022,10,288
171,MATHIYA PURWA,08-12-2022,20,576
171,MATHIYA PURWA,09-12-2022,23,657
171,MATHIYA PURWA,10-12-2022,17,738
171,MATHIYA PURWA,11-12-2022,22,639
171,MATHIYA PURWA,12-12-2022,20,657
171,MATHIYA PURWA,13-12-2022,34,801
171,MATHIYA PURWA,14-12-2022,25,747
171,MATHIYA PURWA,15-12-2022,20,630
171,MATHIYA PURWA,16-12-2022,23,819
171,MATHIYA PURWA,17-12-2022,9,324
171,MATHIYA PURWA,18-12-2022,10,369
171,MATHIYA PURWA,19-12-2022,24,702
171,MATHIYA PURWA,20-12-2022,22,639
171,MATHIYA PURWA,21-12-2022,24,702
171,MATHIYA PURWA,22-12-2022,23,603
171,MATHIYA PURWA,23-12-2022,23,711
171,MATHIYA PURWA,24-12-2022,25,666
171,MATHIYA PURWA,25-12-2022,25,747
171,MATHIYA PURWA,26-12-2022,24,729
171,MATHIYA PURWA,27-12-2022,23,711
171,MATHIYA PURWA,28-12-2022,25,612
171,MATHIYA PURWA,29-12-2022,20,603
171,MATHIYA PURWA,30-12-2022,25,693
171,MATHIYA PURWA,31-12-2022,18,567
171,MATHIYA PURWA,01-01-2023,12,378
171,MATHIYA PURWA,02-01-2023,7,207
171,MATHIYA PURWA,03-01-2023,21,621
171,MATHIYA PURWA,04-01-2023,17,657
171,MATHIYA PURWA,05-01-2023,30,837
171,MATHIYA PURWA,06-01-2023,18,513
171,MATHIYA PURWA,07-01-2023,27,675
171,MATHIYA PURWA,08-01-2023,25,720
171,MATHIYA PURWA,09-01-2023,24,594
171,MATHIYA PURWA,10-01-2023,9,297
171,MATHIYA PURWA,11-01-2023,17,495
171,MATHIYA PURWA,12-01-2023,15,567
171,MATHIYA PURWA,13-01-2023,27,729
171,MATHIYA PURWA,14-01-2023,25,666
171,MATHIYA PURWA,15-01-2023,25,720
171,MATHIYA PURWA,16-01-2023,27,756
171,MATHIYA PURWA,17-01-2023,37,963
171,MATHIYA PURWA,18-01-2023,23,657
171,MATHIYA PURWA,19-01-2023,20,657
171,MATHIYA PURWA,20-01-2023,13,396
171,MATHIYA PURWA,21-01-2023,21,621
171,MATHIYA PURWA,22-01-2023,15,513
171,MATHIYA PURWA,23-01-2023,25,585
171,MATHIYA PURWA,24-01-2023,11,333
171,MATHIYA PURWA,25-01-2023,12,324
171,MATHIYA PURWA,26-01-2023,17,495
171,MATHIYA PURWA,27-01-2023,19,504
171,MATHIYA PURWA,28-01-2023,16,531
171,MATHIYA PURWA,29-01-2023,17,549
171,MATHIYA PURWA,30-01-2023,19,666
178,CHAHMALPUR (LMP),13-11-2022,16,288
178,CHAHMALPUR (LMP),14-11-2022,25,450
178,CHAHMALPUR (LMP),15-11-2022,32,576
178,CHAHMALPUR (LMP),16-11-2022,43,774
178,CHAHMALPUR (LMP),17-11-2022,46,828
178,CHAHMALPUR (LMP),18-11-2022,25,477
178,CHAHMALPUR (LMP),19-11-2022,21,459
178,CHAHMALPUR (LMP),20-11-2022,26,495
178,CHAHMALPUR (LMP),21-11-2022,23,441
178,CHAHMALPUR (LMP),22-11-2022,27,567
178,CHAHMALPUR (LMP),23-11-2022,35,657
178,CHAHMALPUR (LMP),24-11-2022,23,522
178,CHAHMALPUR (LMP),25-11-2022,46,1098
178,CHAHMALPUR (LMP),26-11-2022,35,738
178,CHAHMALPUR (LMP),27-11-2022,40,774
178,CHAHMALPUR (LMP),28-11-2022,46,936
178,CHAHMALPUR (LMP),29-11-2022,40,936
178,CHAHMALPUR (LMP),30-11-2022,28,747
178,CHAHMALPUR (LMP),01-12-2022,25,801
178,CHAHMALPUR (LMP),02-12-2022,22,585
178,CHAHMALPUR (LMP),03-12-2022,24,459
178,CHAHMALPUR (LMP),04-12-2022,28,531
178,CHAHMALPUR (LMP),05-12-2022,23,441
178,CHAHMALPUR (LMP),06-12-2022,35,738
178,CHAHMALPUR (LMP),07-12-2022,28,666
178,CHAHMALPUR (LMP),08-12-2022,16,396
178,CHAHMALPUR (LMP),09-12-2022,32,927
178,CHAHMALPUR (LMP),10-12-2022,31,936
178,CHAHMALPUR (LMP),11-12-2022,19,612
178,CHAHMALPUR (LMP),12-12-2022,33,891
178,CHAHMALPUR (LMP),13-12-2022,37,909
178,CHAHMALPUR (LMP),14-12-2022,42,810
178,CHAHMALPUR (LMP),15-12-2022,39,972
178,CHAHMALPUR (LMP),16-12-2022,38,981
178,CHAHMALPUR (LMP),17-12-2022,39,837
178,CHAHMALPUR (LMP),18-12-2022,35,900
178,CHAHMALPUR (LMP),19-12-2022,42,972
178,CHAHMALPUR (LMP),20-12-2022,46,1071
178,CHAHMALPUR (LMP),21-12-2022,37,855
178,CHAHMALPUR (LMP),22-12-2022,36,945
178,CHAHMALPUR (LMP),23-12-2022,40,936
178,CHAHMALPUR (LMP),24-12-2022,42,999
178,CHAHMALPUR (LMP),25-12-2022,47,927
178,CHAHMALPUR (LMP),26-12-2022,37,774
178,CHAHMALPUR (LMP),27-12-2022,29,738
178,CHAHMALPUR (LMP),28-12-2022,33,783
178,CHAHMALPUR (LMP),29-12-2022,25,774
178,CHAHMALPUR (LMP),30-12-2022,42,945
178,CHAHMALPUR (LMP),31-12-2022,43,963
178,CHAHMALPUR (LMP),01-01-2023,20,468
178,CHAHMALPUR (LMP),02-01-2023,15,297
178,CHAHMALPUR (LMP),03-01-2023,48,945
178,CHAHMALPUR (LMP),04-01-2023,54,1080
178,CHAHMALPUR (LMP),05-01-2023,44,1008
178,CHAHMALPUR (LMP),06-01-2023,48,999
178,CHAHMALPUR (LMP),07-01-2023,41,900
178,CHAHMALPUR (LMP),08-01-2023,49,1017
178,CHAHMALPUR (LMP),09-01-2023,44,1008
178,CHAHMALPUR (LMP),10-01-2023,49,1017
178,CHAHMALPUR (LMP),11-01-2023,39,864
178,CHAHMALPUR (LMP),12-01-2023,42,1026
178,CHAHMALPUR (LMP),13-01-2023,32,711
178,CHAHMALPUR (LMP),14-01-2023,38,792
178,CHAHMALPUR (LMP),15-01-2023,33,891
178,CHAHMALPUR (LMP),16-01-2023,45,1107
178,CHAHMALPUR (LMP),17-01-2023,55,1179
178,CHAHMALPUR (LMP),18-01-2023,56,1170
178,CHAHMALPUR (LMP),19-01-2023,39,918
178,CHAHMALPUR (LMP),20-01-2023,33,783
178,CHAHMALPUR (LMP),21-01-2023,38,900
178,CHAHMALPUR (LMP),22-01-2023,33,756
178,CHAHMALPUR (LMP),23-01-2023,29,603
178,CHAHMALPUR (LMP),24-01-2023,24,567
178,CHAHMALPUR (LMP),25-01-2023,21,432
178,CHAHMALPUR (LMP),26-01-2023,24,486
178,CHAHMALPUR (LMP),27-01-2023,26,657
178,CHAHMALPUR (LMP),28-01-2023,47,1062
178,CHAHMALPUR (LMP),29-01-2023,28,747
178,CHAHMALPUR (LMP),30-01-2023,43,963
214,TELIYAR,13-11-2022,6,135
214,TELIYAR,14-11-2022,10,207
214,TELIYAR,15-11-2022,10,315
214,TELIYAR,16-11-2022,6,162
214,TELIYAR,17-11-2022,15,405
214,TELIYAR,21-11-2022,3,126
214,TELIYAR,22-11-2022,6,162
214,TELIYAR,23-11-2022,4,126
214,TELIYAR,24-11-2022,31,855
214,TELIYAR,25-11-2022,27,666
214,TELIYAR,26-11-2022,19,765
214,TELIYAR,27-11-2022,25,999
214,TELIYAR,28-11-2022,20,702
214,TELIYAR,29-11-2022,17,639
214,TELIYAR,30-11-2022,17,756
214,TELIYAR,03-12-2022,9,396
214,TELIYAR,05-12-2022,7,315
214,TELIYAR,09-12-2022,20,684
214,TELIYAR,10-12-2022,12,378
214,TELIYAR,11-12-2022,11,414
214,TELIYAR,12-12-2022,13,477
214,TELIYAR,13-12-2022,14,450
214,TELIYAR,14-12-2022,9,387
214,TELIYAR,15-12-2022,12,486
214,TELIYAR,16-12-2022,11,360
214,TELIYAR,17-12-2022,10,378
214,TELIYAR,18-12-2022,15,504
214,TELIYAR,19-12-2022,14,378
214,TELIYAR,20-12-2022,16,468
214,TELIYAR,21-12-2022,12,504
214,TELIYAR,22-12-2022,19,495
214,TELIYAR,23-12-2022,9,387
214,TELIYAR,24-12-2022,16,522
214,TELIYAR,25-12-2022,16,495
214,TELIYAR,27-12-2022,14,405
214,TELIYAR,28-12-2022,16,495
214,TELIYAR,29-12-2022,13,432
214,TELIYAR,30-12-2022,13,414
214,TELIYAR,31-12-2022,12,549
214,TELIYAR,01-01-2023,7,180
214,TELIYAR,02-01-2023,7,225
214,TELIYAR,03-01-2023,15,531
214,TELIYAR,04-01-2023,9,270
214,TELIYAR,05-01-2023,20,774
214,TELIYAR,06-01-2023,15,621
214,TELIYAR,07-01-2023,16,540
214,TELIYAR,08-01-2023,13,450
214,TELIYAR,09-01-2023,7,270
214,TELIYAR,10-01-2023,9,297
214,TELIYAR,11-01-2023,7,252
214,TELIYAR,12-01-2023,15,477
214,TELIYAR,13-01-2023,15,477
214,TELIYAR,14-01-2023,12,459
214,TELIYAR,15-01-2023,12,378
214,TELIYAR,16-01-2023,15,567
214,TELIYAR,17-01-2023,18,459
214,TELIYAR,18-01-2023,12,369
214,TELIYAR,19-01-2023,16,576
214,TELIYAR,20-01-2023,10,396
214,TELIYAR,21-01-2023,20,603
214,TELIYAR,22-01-2023,13,423
214,TELIYAR,24-01-2023,16,459
214,TELIYAR,25-01-2023,20,666
214,TELIYAR,26-01-2023,13,396
214,TELIYAR,27-01-2023,11,387
214,TELIYAR,28-01-2023,19,711
214,TELIYAR,29-01-2023,11,387
214,TELIYAR,30-01-2023,11,423
222,SUJANPUR,13-11-2022,14,333
222,SUJANPUR,14-11-2022,16,342
222,SUJANPUR,15-11-2022,10,315
222,SUJANPUR,16-11-2022,7,279
222,SUJANPUR,17-11-2022,5,144
222,SUJANPUR,21-11-2022,4,126
222,SUJANPUR,22-11-2022,5,189
222,SUJANPUR,23-11-2022,5,162
222,SUJANPUR,24-11-2022,19,621
222,SUJANPUR,25-11-2022,19,756
222,SUJANPUR,26-11-2022,19,738
222,SUJANPUR,27-11-2022,16,729
222,SUJANPUR,28-11-2022,32,1377
222,SUJANPUR,29-11-2022,27,981
222,SUJANPUR,30-11-2022,22,873
222,SUJANPUR,01-12-2022,19,702
222,SUJANPUR,04-12-2022,5,234
222,SUJANPUR,05-12-2022,7,207
222,SUJANPUR,09-12-2022,11,504
222,SUJANPUR,11-12-2022,2,63
222,SUJANPUR,12-12-2022,12,432
222,SUJANPUR,13-12-2022,14,495
222,SUJANPUR,14-12-2022,12,432
222,SUJANPUR,15-12-2022,15,513
222,SUJANPUR,16-12-2022,14,486
222,SUJANPUR,17-12-2022,8,306
222,SUJANPUR,18-12-2022,9,414
222,SUJANPUR,19-12-2022,16,585
222,SUJANPUR,20-12-2022,13,522
222,SUJANPUR,21-12-2022,12,513
222,SUJANPUR,22-12-2022,12,495
222,SUJANPUR,23-12-2022,10,396
222,SUJANPUR,24-12-2022,14,531
222,SUJANPUR,25-12-2022,10,486
222,SUJANPUR,26-12-2022,10,495
222,SUJANPUR,27-12-2022,14,504
222,SUJANPUR,28-12-2022,17,612
222,SUJANPUR,29-12-2022,13,387
222,SUJANPUR,30-12-2022,9,297
222,SUJANPUR,31-12-2022,6,261
222,SUJANPUR,01-01-2023,5,216
222,SUJANPUR,02-01-2023,3,108
222,SUJANPUR,03-01-2023,11,369
222,SUJANPUR,04-01-2023,14,432
222,SUJANPUR,05-01-2023,22,657
222,SUJANPUR,06-01-2023,17,540
222,SUJANPUR,07-01-2023,17,522
222,SUJANPUR,08-01-2023,11,414
222,SUJANPUR,09-01-2023,12,378
222,SUJANPUR,10-01-2023,13,459
222,SUJANPUR,11-01-2023,12,396
222,SUJANPUR,12-01-2023,10,441
222,SUJANPUR,13-01-2023,13,486
222,SUJANPUR,14-01-2023,13,396
222,SUJANPUR,15-01-2023,15,486
222,SUJANPUR,16-01-2023,12,468
222,SUJANPUR,17-01-2023,13,495
222,SUJANPUR,18-01-2023,11,441
222,SUJANPUR,19-01-2023,11,405
222,SUJANPUR,20-01-2023,9,297
222,SUJANPUR,21-01-2023,12,423
222,SUJANPUR,22-01-2023,7,234
222,SUJANPUR,23-01-2023,9,297
222,SUJANPUR,24-01-2023,11,459
222,SUJANPUR,25-01-2023,13,513
222,SUJANPUR,26-01-2023,13,549
222,SUJANPUR,27-01-2023,8,315
222,SUJANPUR,28-01-2023,15,621
222,SUJANPUR,29-01-2023,12,495
222,SUJANPUR,30-01-2023,4,153
231,BELWA PURWA,13-11-2022,12,216
231,BELWA PURWA,14-11-2022,20,360
231,BELWA PURWA,15-11-2022,14,252
231,BELWA PURWA,16-11-2022,19,369
231,BELWA PURWA,17-11-2022,21,378
231,BELWA PURWA,21-11-2022,4,72
231,BELWA PURWA,22-11-2022,6,108
231,BELWA PURWA,23-11-2022,7,126
231,BELWA PURWA,25-11-2022,23,495
231,BELWA PURWA,26-11-2022,30,756
